gene_id	S_2_SARS_5dpi_S70003	S_2_mock_5dpi_S70002	S_3_SARS_5dpi_S69996	S_3_mock_5dpi_S69997
ENSG00000056277	34	63	678	215
ENSG00000202304	0	0	0	0
ENSG00000225046	0	0	0	0
ENSG00000102078	278	101	526	417
ENSG00000147262	6	0	0	0
ENSG00000134597	237	281	157	136
ENSG00000274775	1	13	0	0
ENSG00000221930	837	678	472	525
ENSG00000287160	0	0	0	0
ENSG00000271677	0	0	0	0
ENSG00000165675	217	275	334	78
ENSG00000238188	0	3	0	0
ENSG00000228659	0	0	0	0
ENSG00000147256	0	0	0	0
ENSG00000241198	0	0	0	0
ENSG00000237650	0	0	0	0
ENSG00000276205	0	0	0	0
ENSG00000147255	32	54	0	0
ENSG00000185903	0	0	0	0
ENSG00000229082	0	0	0	0
ENSG00000287806	0	0	0	0
ENSG00000242610	0	0	0	0
ENSG00000234288	0	0	0	0
ENSG00000230973	0	0	0	0
ENSG00000228450	0	0	0	0
ENSG00000171054	0	0	0	0
ENSG00000237225	0	0	0	0
ENSG00000286060	0	0	0	0
ENSG00000232787	0	0	0	0
ENSG00000235730	0	0	0	0
ENSG00000227183	4	2	49	16
ENSG00000213468	0	0	1	0
ENSG00000241418	0	0	0	0
ENSG00000228089	32	46	39	61
ENSG00000235190	0	0	0	0
ENSG00000200587	0	0	0	0
ENSG00000134602	83	211	0	0
ENSG00000165694	0	1	0	0
ENSG00000228819	0	3	0	0
ENSG00000123728	40	155	26	43
ENSG00000232160	10	20	0	64
ENSG00000076770	47	99	0	0
ENSG00000206900	1	6	1	1
ENSG00000171004	5	33	0	0
ENSG00000235849	0	0	0	0
ENSG00000227064	0	0	0	0
ENSG00000134588	4	0	0	0
ENSG00000225949	0	0	0	0
ENSG00000207100	0	0	0	0
ENSG00000183434	0	0	0	0
ENSG00000202199	0	0	0	0
ENSG00000076716	297	260	955	563
ENSG00000206765	0	0	0	0
ENSG00000147257	2	0	0	0
ENSG00000227008	239	362	681	518
ENSG00000233260	1	0	0	0
ENSG00000286096	0	2	0	0
ENSG00000232068	0	0	0	0
ENSG00000200572	0	0	0	0
ENSG00000224908	160	140	203	156
ENSG00000283638	0	0	0	0
ENSG00000284499	0	0	0	0
ENSG00000284538	0	0	0	0
ENSG00000284107	0	0	0	0
ENSG00000284043	0	0	0	0
ENSG00000283931	0	0	0	0
ENSG00000284157	0	0	0	0
ENSG00000232664	0	0	0	0
ENSG00000203952	19	1	158	60
ENSG00000214961	32	43	83	72
ENSG00000156531	188	612	1863	456
ENSG00000165704	532	766	988	259
ENSG00000226107	0	0	0	0
ENSG00000216001	0	0	0	0
ENSG00000199132	0	0	0	0
ENSG00000207755	0	0	0	0
ENSG00000207784	0	0	0	0
ENSG00000223749	0	0	0	0
ENSG00000208005	0	0	0	0
ENSG00000284231	0	0	0	0
ENSG00000227060	0	0	0	0
ENSG00000170965	0	0	0	0
ENSG00000235813	0	0	0	0
ENSG00000236509	0	0	0	0
ENSG00000237432	0	0	0	0
ENSG00000199920	0	0	0	0
ENSG00000156504	16	25	24	0
ENSG00000156500	30	29	0	9
ENSG00000280249	0	0	0	0
ENSG00000101928	194	222	605	1287
ENSG00000207081	0	0	0	0
ENSG00000236091	0	0	0	0
ENSG00000231929	0	1	0	0
ENSG00000184785	74	34	0	75
ENSG00000212747	1816	1409	938	1047
ENSG00000134590	4881	3826	5043	5308
ENSG00000286964	0	0	15	1
ENSG00000203950	2046	2009	2464	2428
ENSG00000228372	2	0	0	0
ENSG00000234228	0	0	0	0
ENSG00000196972	2	31	0	0
ENSG00000224107	0	0	0	0
ENSG00000223809	0	0	0	0
ENSG00000232582	0	0	0	0
ENSG00000169551	0	0	0	0
ENSG00000236491	0	0	0	0
ENSG00000228922	0	0	0	0
ENSG00000269833	0	0	0	0
ENSG00000186376	92	79	230	173
ENSG00000238210	0	0	0	0
ENSG00000274024	0	0	0	52
ENSG00000283644	0	0	0	0
ENSG00000284994	0	3	0	0
ENSG00000173275	46	188	951	404
ENSG00000229015	0	0	0	0
ENSG00000178947	1	1	0	0
ENSG00000201440	0	0	0	0
ENSG00000225769	0	0	0	1
ENSG00000273988	0	0	0	0
ENSG00000271158	0	0	0	0
ENSG00000225235	0	1	0	29
ENSG00000165359	35	37	0	0
ENSG00000237833	0	0	0	0
ENSG00000224539	0	1	0	0
ENSG00000277486	0	0	0	0
ENSG00000198022	0	0	0	0
ENSG00000274601	0	0	0	0
ENSG00000268940	0	0	0	0
ENSG00000233861	3	0	0	0
ENSG00000238200	0	0	0	0
ENSG00000269096	0	0	0	0
ENSG00000228836	0	0	0	0
ENSG00000278289	0	0	0	0
ENSG00000271449	0	0	0	0
ENSG00000273696	0	0	0	0
ENSG00000278085	0	0	0	0
ENSG00000270946	0	0	0	0
ENSG00000269586	0	0	0	0
ENSG00000181433	0	0	0	0
ENSG00000230162	0	0	0	0
ENSG00000169446	266	509	993	714
ENSG00000198689	88	169	603	375
ENSG00000219930	5	6	9	8
ENSG00000231513	0	0	0	0
ENSG00000239080	0	0	0	0
ENSG00000022267	388	332	1075	1177
ENSG00000129680	138	222	1	111
ENSG00000230079	2	7	4	2
ENSG00000156920	1	0	0	0
ENSG00000102239	7	0	0	0
ENSG00000102241	800	1049	1210	731
ENSG00000102243	58	40	0	0
ENSG00000216060	0	0	0	0
ENSG00000199424	0	0	0	0
ENSG00000252320	0	0	0	0
ENSG00000233093	0	0	0	0
ENSG00000102245	0	0	0	0
ENSG00000129675	4	20	1	0
ENSG00000212510	0	0	0	0
ENSG00000271339	0	0	0	0
ENSG00000231164	362	292	409	377
ENSG00000225125	0	0	0	0
ENSG00000202279	0	0	0	0
ENSG00000232611	7	3	1	27
ENSG00000225400	1	0	0	20
ENSG00000147274	3553	3584	4840	5404
ENSG00000206979	0	0	0	0
ENSG00000234062	31	42	14	72
ENSG00000232379	0	0	0	0
ENSG00000237307	18	32	35	22
ENSG00000165370	0	0	0	0
ENSG00000214748	0	0	0	1
ENSG00000237584	246	160	211	187
ENSG00000224765	0	0	0	0
ENSG00000156925	0	0	0	0
ENSG00000283692	0	0	0	0
ENSG00000239579	0	0	0	0
ENSG00000229562	1	1	11	0
ENSG00000222114	0	0	0	0
ENSG00000252163	0	0	0	0
ENSG00000183981	0	0	0	0
ENSG00000214930	0	0	2	0
ENSG00000285989	0	0	0	0
ENSG00000129682	131	188	1332	416
ENSG00000232183	0	0	0	0
ENSG00000207800	0	0	0	0
ENSG00000226031	0	0	0	0
ENSG00000235975	0	0	0	0
ENSG00000173954	0	0	0	0
ENSG00000232549	1	0	0	1
ENSG00000101981	0	0	0	0
ENSG00000101977	0	0	0	0
ENSG00000238485	0	0	0	0
ENSG00000101974	45	120	0	1
ENSG00000221375	0	0	0	0
ENSG00000252719	1	1	0	12
ENSG00000207633	0	0	0	0
ENSG00000203933	0	0	0	0
ENSG00000233145	0	0	0	0
ENSG00000214653	8	10	15	48
ENSG00000241248	0	0	0	0
ENSG00000230707	0	0	0	0
ENSG00000231110	0	0	0	0
ENSG00000224942	0	0	0	0
ENSG00000275268	0	0	0	0
ENSG00000225758	0	0	0	0
ENSG00000134595	0	0	0	0
ENSG00000230668	0	0	0	0
ENSG00000203930	37	1	0	0
ENSG00000221081	0	0	0	0
ENSG00000229269	0	0	0	0
ENSG00000227234	0	0	0	0
ENSG00000182195	186	231	702	222
ENSG00000207041	8	2	0	1
ENSG00000214925	1	1	1	0
ENSG00000277215	0	0	0	0
ENSG00000198573	0	0	0	0
ENSG00000213423	16	12	12	9
ENSG00000227779	0	0	0	0
ENSG00000198021	0	0	0	0
ENSG00000203926	0	0	0	0
ENSG00000223438	0	0	0	0
ENSG00000196406	0	0	0	0
ENSG00000165509	0	0	0	0
ENSG00000155495	0	0	0	0
ENSG00000288098	0	0	0	0
ENSG00000236205	0	0	0	0
ENSG00000225469	0	0	0	0
ENSG00000250625	0	0	0	0
ENSG00000046774	0	0	33	0
ENSG00000275508	0	0	0	0
ENSG00000201000	0	0	0	0
ENSG00000189326	0	0	0	0
ENSG00000202473	0	0	0	0
ENSG00000199878	1	0	0	0
ENSG00000227303	0	0	0	0
ENSG00000226064	0	0	0	0
ENSG00000235539	0	0	0	0
ENSG00000230130	0	0	0	0
ENSG00000189252	0	0	0	0
ENSG00000179542	0	1	0	1
ENSG00000213924	1	1	0	0
ENSG00000268988	0	0	0	0
ENSG00000225970	0	0	0	0
ENSG00000235729	0	0	0	0
ENSG00000276380	40	32	124	65
ENSG00000224630	0	0	0	0
ENSG00000235598	0	0	0	0
ENSG00000215054	0	0	0	0
ENSG00000201912	1	1	0	0
ENSG00000233548	1	2	0	8
ENSG00000234712	0	15	0	0
ENSG00000203923	0	0	0	0
ENSG00000231093	6	4	2	7
ENSG00000286085	0	1	0	0
ENSG00000270709	0	0	0	0
ENSG00000279585	0	0	0	0
ENSG00000185985	0	0	0	0
ENSG00000252219	0	0	0	0
ENSG00000216075	0	0	0	0
ENSG00000216005	0	0	0	0
ENSG00000215943	0	0	0	0
ENSG00000216098	0	0	0	0
ENSG00000216064	0	0	0	0
ENSG00000216056	0	0	0	0
ENSG00000201594	0	0	0	0
ENSG00000234748	0	0	0	0
ENSG00000226388	0	0	0	0
ENSG00000231686	0	3	49	7
ENSG00000235699	0	0	0	0
ENSG00000224440	0	0	0	0
ENSG00000225660	2	2	2	0
ENSG00000271660	0	0	0	0
ENSG00000284377	14	0	0	0
ENSG00000216171	0	0	0	0
ENSG00000207871	0	0	0	0
ENSG00000207873	0	0	0	0
ENSG00000207984	0	0	0	0
ENSG00000207731	0	0	0	0
ENSG00000207969	0	0	0	0
ENSG00000207589	0	0	0	0
ENSG00000252583	0	0	0	0
ENSG00000212013	0	0	0	0
ENSG00000212014	0	0	0	0
ENSG00000208000	0	0	0	0
ENSG00000207641	0	0	0	0
ENSG00000207868	0	0	0	0
ENSG00000287017	0	3	0	0
ENSG00000207866	0	0	0	0
ENSG00000207867	0	0	0	0
ENSG00000274579	0	0	2	0
ENSG00000228855	0	0	0	0
ENSG00000227505	38	35	49	33
ENSG00000271175	2	0	0	0
ENSG00000202051	0	0	0	0
ENSG00000287796	1	6	0	1
ENSG00000227083	0	0	0	0
ENSG00000268066	7	1	0	0
ENSG00000274086	0	0	0	0
ENSG00000102081	73	201	703	257
ENSG00000236337	0	0	0	0
ENSG00000176988	0	0	0	0
ENSG00000201285	0	0	0	0
ENSG00000219507	12744	13357	11331	9586
ENSG00000233467	20	25	48	33
ENSG00000176970	74	68	74	41
ENSG00000237741	0	0	0	0
ENSG00000155966	17	96	17	0
ENSG00000223516	0	0	0	0
ENSG00000222313	0	0	0	0
ENSG00000242186	0	3	0	0
ENSG00000287585	0	0	0	0
ENSG00000010404	464	456	601	561
ENSG00000241489	0	0	0	0
ENSG00000238039	0	0	0	0
ENSG00000176289	2	1	0	2
ENSG00000241769	5	0	0	0
ENSG00000197620	563	419	1435	722
ENSG00000283697	0	0	0	0
ENSG00000267978	0	0	0	0
ENSG00000268738	22	3	0	219
ENSG00000269556	387	314	384	220
ENSG00000229322	0	0	0	0
ENSG00000185247	0	0	0	0
ENSG00000228833	0	0	0	0
ENSG00000223377	0	0	0	0
ENSG00000231694	0	0	0	0
ENSG00000235254	92	84	116	66
ENSG00000171116	3	0	0	29
ENSG00000123584	0	0	0	0
ENSG00000224732	0	0	0	0
ENSG00000229829	0	0	0	0
ENSG00000280752	0	0	0	0
ENSG00000230899	0	0	0	0
ENSG00000156009	0	0	0	0
ENSG00000197021	396	198	737	642
ENSG00000283463	0	0	0	0
ENSG00000235703	6	0	0	0
ENSG00000183171	20	45	59	146
ENSG00000252454	0	0	0	0
ENSG00000234825	1306	1652	2367	1361
ENSG00000013619	155	195	0	265
ENSG00000171100	696	1429	1253	1797
ENSG00000063601	40	76	1	104
ENSG00000102181	366	389	1172	296
ENSG00000228728	0	0	0	2
ENSG00000230153	0	0	0	0
ENSG00000222796	0	0	0	0
ENSG00000029993	260	269	501	492
ENSG00000230508	59	68	114	66
ENSG00000270916	0	0	0	2
ENSG00000212595	0	0	0	0
ENSG00000265789	0	0	0	0
ENSG00000234696	0	0	0	0
ENSG00000102195	5	11	0	0
ENSG00000269993	0	0	0	0
ENSG00000228717	3	6	14	10
ENSG00000278724	0	0	0	0
ENSG00000287918	1	10	0	0
ENSG00000160131	335	1043	1145	1672
ENSG00000270052	0	0	0	0
ENSG00000214915	0	0	0	0
ENSG00000166049	0	0	0	0
ENSG00000130032	14	7	22	9
ENSG00000147378	0	0	0	0
ENSG00000183862	0	0	0	0
ENSG00000229967	0	0	0	0
ENSG00000147381	0	0	0	0
ENSG00000102287	153	200	467	319
ENSG00000284363	0	1	0	5
ENSG00000283751	0	0	0	0
ENSG00000228965	0	0	0	0
ENSG00000242520	0	0	0	0
ENSG00000266560	0	0	0	0
ENSG00000124260	0	0	0	0
ENSG00000231937	0	0	0	0
ENSG00000011677	0	0	0	0
ENSG00000252205	0	0	0	0
ENSG00000207957	0	0	0	0
ENSG00000211583	0	0	0	0
ENSG00000207818	0	0	0	0
ENSG00000223940	222	138	265	212
ENSG00000287394	0	0	0	0
ENSG00000268089	0	0	0	0
ENSG00000269475	0	0	0	0
ENSG00000221867	0	2	0	0
ENSG00000268902	0	0	0	0
ENSG00000183305	0	0	0	0
ENSG00000198930	1	0	0	0
ENSG00000213401	0	0	0	0
ENSG00000242599	0	0	0	0
ENSG00000231447	0	0	0	0
ENSG00000268606	0	0	0	0
ENSG00000268916	0	0	0	0
ENSG00000197172	0	0	0	0
ENSG00000286051	0	0	0	0
ENSG00000147400	1475	1391	1728	1739
ENSG00000147383	876	970	435	808
ENSG00000147394	143	130	96	2
ENSG00000286939	0	0	0	0
ENSG00000198883	0	0	0	0
ENSG00000234200	0	0	0	0
ENSG00000229979	1	0	0	0
ENSG00000183837	13	0	0	0
ENSG00000235961	18	4	29	0
ENSG00000268883	18	6	12	0
ENSG00000224931	0	0	0	0
ENSG00000198681	0	0	0	0
ENSG00000235219	0	0	0	0
ENSG00000273877	0	0	0	0
ENSG00000231600	0	0	0	0
ENSG00000278803	0	0	0	0
ENSG00000225110	0	0	0	0
ENSG00000063587	43	123	1	214
ENSG00000232249	0	0	0	0
ENSG00000214897	0	0	0	0
ENSG00000265170	0	0	0	0
ENSG00000189420	17	0	1	77
ENSG00000183479	0	0	0	0
ENSG00000213397	3	4	0	2
ENSG00000224963	0	0	0	0
ENSG00000182492	220	127	210	656
ENSG00000067842	0	0	0	0
ENSG00000262919	262	291	366	128
ENSG00000260081	18	27	1	1
ENSG00000217889	5	3	6	5
ENSG00000130829	0	0	0	0
ENSG00000237793	1	3	2	3
ENSG00000244335	0	0	0	0
ENSG00000130822	0	0	0	0
ENSG00000130821	32	59	177	12
ENSG00000185825	6923	5080	10464	6981
ENSG00000101986	41	57	76	9
ENSG00000232725	1	2	0	0
ENSG00000198753	227	87	4	0
ENSG00000184343	0	0	0	0
ENSG00000067829	3144	3480	2671	3731
ENSG00000180879	10129	7719	8613	7516
ENSG00000067840	0	0	0	0
ENSG00000184844	116	194	304	159
ENSG00000198910	2	0	42	0
ENSG00000284987	0	0	0	0
ENSG00000273769	0	0	0	0
ENSG00000126895	0	0	0	0
ENSG00000089820	37	145	285	61
ENSG00000102030	1947	1308	577	897
ENSG00000102032	0	0	0	0
ENSG00000172534	1037	1609	1927	673
ENSG00000235802	0	0	0	0
ENSG00000177854	837	627	253	1074
ENSG00000265176	0	0	0	0
ENSG00000283694	0	0	0	0
ENSG00000184216	350	196	1286	748
ENSG00000284286	0	0	0	0
ENSG00000169057	139	166	4	129
ENSG00000102076	0	0	0	0
ENSG00000277008	0	0	0	0
ENSG00000268221	0	0	0	0
ENSG00000274962	0	0	0	0
ENSG00000166160	0	0	0	0
ENSG00000277009	0	12	0	0
ENSG00000269433	0	0	0	0
ENSG00000278057	2	0	0	0
ENSG00000007350	0	0	0	0
ENSG00000231830	0	0	0	0
ENSG00000196924	644	807	447	1438
ENSG00000285018	4	3	0	10
ENSG00000102119	2135	2986	4337	3205
ENSG00000147403	10875	11128	11731	12647
ENSG00000280195	24	11	39	12
ENSG00000207165	18	35	0	30
ENSG00000013563	48	66	156	43
ENSG00000102125	804	468	686	1044
ENSG00000197180	35	15	84	1
ENSG00000071553	10329	7103	8239	6017
ENSG00000203879	1892	1437	1541	1195
ENSG00000071859	1985	1104	1738	1645
ENSG00000276350	0	0	0	0
ENSG00000130827	29	7	65	0
ENSG00000196976	745	663	1346	738
ENSG00000102178	1619	1272	1989	1454
ENSG00000126903	1317	1101	662	1937
ENSG00000264484	0	0	0	0
ENSG00000071889	1016	910	1224	610
ENSG00000261773	0	0	0	0
ENSG00000160211	133	139	4	2
ENSG00000269335	126	192	184	260
ENSG00000279245	0	1	0	0
ENSG00000273041	0	0	0	0
ENSG00000268651	0	0	0	0
ENSG00000232155	0	0	0	0
ENSG00000184033	0	0	0	0
ENSG00000273773	0	0	0	0
ENSG00000213338	2	8	9	5
ENSG00000272681	0	0	0	0
ENSG00000275882	58	76	54	82
ENSG00000126890	0	1	0	0
ENSG00000226141	0	0	0	0
ENSG00000237619	0	0	0	0
ENSG00000160219	67	20	0	87
ENSG00000130826	980	670	1363	1467
ENSG00000206948	0	0	0	0
ENSG00000284450	0	0	0	0
ENSG00000206693	0	0	0	0
ENSG00000130830	660	869	1188	759
ENSG00000229237	49	38	12	13
ENSG00000203870	0	0	0	0
ENSG00000185010	116	315	392	485
ENSG00000274183	0	0	0	0
ENSG00000277203	707	484	785	708
ENSG00000221533	0	0	0	0
ENSG00000224069	0	0	0	0
ENSG00000237859	0	0	0	0
ENSG00000233688	0	0	0	0
ENSG00000165775	3668	2835	6550	4944
ENSG00000288258	0	0	0	0
ENSG00000182712	0	0	0	0
ENSG00000214827	19	0	37	263
ENSG00000185515	549	688	912	483
ENSG00000235991	0	0	0	0
ENSG00000155959	1655	1648	2817	2342
ENSG00000224978	0	0	0	0
ENSG00000155961	6	4	0	0
ENSG00000155962	17	65	0	141
ENSG00000225008	4	5	17	8
ENSG00000228986	4	8	0	0
ENSG00000230491	0	0	0	0
ENSG00000224216	0	0	0	0
ENSG00000230578	15	18	21	50
ENSG00000277858	0	0	0	0
ENSG00000274791	440	248	456	391
ENSG00000221190	0	0	0	0
ENSG00000277150	2	0	0	0
ENSG00000221603	0	0	0	0
ENSG00000277745	0	0	0	0
ENSG00000224533	0	0	0	0
ENSG00000225393	0	1	0	0
ENSG00000185973	219	366	569	386
ENSG00000168939	7	22	0	0
ENSG00000237801	3	8	13	5
ENSG00000237040	0	0	0	0
ENSG00000124333	463	996	1548	1005
ENSG00000228410	4	0	0	0
ENSG00000223484	0	0	0	0
ENSG00000124334	0	1	0	0
ENSG00000270726	0	0	0	0
ENSG00000185203	0	0	0	0
ENSG00000182484	29	33	28	38
ENSG00000227159	5	6	0	0
ENSG00000253620	0	0	1	1
ENSG00000253896	1	11	17	11
ENSG00000254193	0	0	0	0
ENSG00000253612	0	0	0	0
ENSG00000176269	0	0	0	0
ENSG00000255464	0	1	0	0
ENSG00000253166	0	0	1	0
ENSG00000223508	70	90	292	19
ENSG00000172748	73	159	704	1
ENSG00000272812	2	24	0	0
ENSG00000272240	0	7	0	1
ENSG00000273402	0	0	0	0
ENSG00000254104	0	0	0	0
ENSG00000249868	1	1	0	0
ENSG00000182366	1	4	0	22
ENSG00000147364	869	1078	783	938
ENSG00000272293	0	0	0	0
ENSG00000279852	0	20	0	0
ENSG00000180190	221	347	1199	329
ENSG00000104714	318	259	206	240
ENSG00000254207	1	1	0	0
ENSG00000198010	5	22	0	110
ENSG00000282375	0	0	0	0
ENSG00000282759	0	0	0	0
ENSG00000282692	0	0	0	0
ENSG00000254160	0	0	0	0
ENSG00000275427	0	0	0	0
ENSG00000260721	0	0	0	0
ENSG00000282160	1	0	0	0
ENSG00000281961	0	0	0	0
ENSG00000253267	0	0	0	0
ENSG00000283576	0	0	0	0
ENSG00000254265	0	0	0	0
ENSG00000182372	412	476	419	639
ENSG00000282021	0	0	0	0
ENSG00000253982	47	31	0	9
ENSG00000283239	0	0	0	0
ENSG00000283858	0	0	0	0
ENSG00000287464	0	0	0	0
ENSG00000207826	0	0	0	0
ENSG00000104728	1	0	0	0
ENSG00000285957	0	0	0	0
ENSG00000253764	0	0	0	0
ENSG00000253696	0	0	0	0
ENSG00000176595	8	11	86	129
ENSG00000270988	0	0	0	0
ENSG00000253805	0	0	0	0
ENSG00000036448	58	107	331	1
ENSG00000273593	0	0	0	0
ENSG00000287970	1	0	0	0
ENSG00000253444	0	0	0	0
ENSG00000282686	0	0	0	0
ENSG00000282142	0	0	0	0
ENSG00000253855	0	0	0	0
ENSG00000277526	0	0	0	0
ENSG00000254319	3	0	0	0
ENSG00000253853	0	0	0	0
ENSG00000287740	0	0	0	0
ENSG00000288580	0	0	0	12
ENSG00000183117	5	7	1	0
ENSG00000253162	0	0	0	0
ENSG00000285861	0	0	0	0
ENSG00000222546	0	0	0	0
ENSG00000286934	0	0	0	0
ENSG00000288110	0	0	0	0
ENSG00000285977	0	0	0	0
ENSG00000254244	23	28	158	84
ENSG00000253262	0	0	0	0
ENSG00000273876	0	0	0	0
ENSG00000206661	0	0	0	0
ENSG00000242079	0	0	1	0
ENSG00000278256	0	0	0	0
ENSG00000271248	0	0	0	0
ENSG00000240486	0	0	0	10
ENSG00000253510	0	0	0	0
ENSG00000254007	0	0	0	0
ENSG00000275461	0	0	0	0
ENSG00000253571	0	0	0	0
ENSG00000286969	0	0	0	0
ENSG00000222589	0	0	0	0
ENSG00000253189	0	0	0	0
ENSG00000253880	0	0	0	0
ENSG00000246089	71	54	94	90
ENSG00000147316	425	424	611	648
ENSG00000253550	0	0	0	0
ENSG00000091879	4	2	21	29
ENSG00000288076	1	0	0	0
ENSG00000271743	0	0	0	0
ENSG00000249898	18	73	132	0
ENSG00000276580	0	2	0	0
ENSG00000155189	154	152	7	541
ENSG00000266038	0	0	0	1
ENSG00000283386	0	0	0	0
ENSG00000287747	0	0	0	0
ENSG00000275591	0	4	0	0
ENSG00000245857	27	24	127	0
ENSG00000164825	4744	4337	6708	5312
ENSG00000250752	1	0	5	0
ENSG00000164822	0	0	0	0
ENSG00000254625	0	0	0	0
ENSG00000164821	0	0	0	0
ENSG00000223629	0	0	0	0
ENSG00000233238	0	0	0	0
ENSG00000233531	0	0	0	0
ENSG00000206047	0	0	0	0
ENSG00000215378	1	4	0	0
ENSG00000240247	0	0	0	0
ENSG00000232039	0	2	0	0
ENSG00000239839	0	0	0	0
ENSG00000234178	0	0	0	0
ENSG00000206042	0	0	0	0
ENSG00000164816	0	0	0	0
ENSG00000255273	0	0	0	0
ENSG00000284620	3	12	2	1
ENSG00000234120	0	0	0	0
ENSG00000228744	0	0	7	0
ENSG00000254683	62	61	118	69
ENSG00000230106	22	32	43	26
ENSG00000214268	0	0	0	0
ENSG00000231930	0	0	0	0
ENSG00000284614	0	0	0	0
ENSG00000284728	0	0	0	0
ENSG00000255025	0	0	0	0
ENSG00000177306	0	2	0	0
ENSG00000230045	0	0	0	0
ENSG00000233132	0	0	0	0
ENSG00000249005	0	0	0	0
ENSG00000223885	0	0	0	0
ENSG00000215373	0	0	0	0
ENSG00000233295	0	1	0	0
ENSG00000215374	33	21	12	18
ENSG00000206034	0	0	0	0
ENSG00000230549	1	0	0	0
ENSG00000236125	1	0	0	0
ENSG00000235778	0	0	0	0
ENSG00000215372	0	7	0	0
ENSG00000215371	0	0	0	0
ENSG00000177257	36	49	0	0
ENSG00000255128	0	0	2	1
ENSG00000177243	0	0	0	0
ENSG00000164871	0	0	0	0
ENSG00000177023	0	0	0	0
ENSG00000187082	0	0	0	0
ENSG00000186599	0	0	0	0
ENSG00000198129	0	0	0	0
ENSG00000285659	0	0	0	0
ENSG00000255251	0	0	0	0
ENSG00000285927	0	0	0	0
ENSG00000248944	0	0	0	0
ENSG00000285975	0	0	0	0
ENSG00000234749	0	0	0	0
ENSG00000285687	0	0	0	0
ENSG00000285765	0	0	0	0
ENSG00000233176	0	0	1	0
ENSG00000254796	0	0	0	0
ENSG00000284617	3	2	0	0
ENSG00000284655	0	0	0	0
ENSG00000284698	0	0	0	0
ENSG00000254889	0	0	0	0
ENSG00000254715	0	0	0	0
ENSG00000285814	0	0	0	0
ENSG00000285913	0	0	0	0
ENSG00000285620	0	0	0	0
ENSG00000285937	0	0	0	0
ENSG00000285720	0	0	0	0
ENSG00000285657	0	0	0	0
ENSG00000285607	0	0	0	0
ENSG00000285950	0	0	0	0
ENSG00000285862	0	0	0	0
ENSG00000255378	0	0	0	0
ENSG00000254776	0	0	0	0
ENSG00000186572	0	0	0	0
ENSG00000186562	0	0	0	0
ENSG00000186579	0	0	0	0
ENSG00000176782	0	0	0	0
ENSG00000178287	0	0	0	0
ENSG00000176797	0	0	0	0
ENSG00000254543	16	26	45	23
ENSG00000171711	707	1067	2	1
ENSG00000215356	0	6	0	0
ENSG00000229907	0	0	0	0
ENSG00000225725	7	4	0	0
ENSG00000255211	0	0	0	0
ENSG00000237038	1	0	0	0
ENSG00000225327	0	0	0	0
ENSG00000205989	0	0	0	0
ENSG00000233115	0	0	0	0
ENSG00000215354	0	0	0	0
ENSG00000254229	0	3	0	2
ENSG00000227013	0	1	5	7
ENSG00000253881	0	0	0	0
ENSG00000284603	0	0	0	0
ENSG00000284606	27	17	41	49
ENSG00000284661	0	1	1	0
ENSG00000255459	0	0	0	0
ENSG00000221305	0	0	0	0
ENSG00000244427	0	0	0	0
ENSG00000254311	0	0	0	0
ENSG00000249188	0	3	0	3
ENSG00000253893	3	8	0	3
ENSG00000268955	0	0	0	11
ENSG00000173295	22	14	2	8
ENSG00000253981	10	7	2	0
ENSG00000275342	31	47	0	0
ENSG00000253505	0	0	0	0
ENSG00000254153	0	0	0	0
ENSG00000253343	0	0	0	0
ENSG00000253774	0	0	0	0
ENSG00000253130	0	0	0	0
ENSG00000263616	0	0	0	0
ENSG00000286910	0	0	0	0
ENSG00000253958	150	292	1307	452
ENSG00000284717	0	0	0	0
ENSG00000254367	0	0	0	0
ENSG00000147324	42	13	7	59
ENSG00000200713	0	0	0	0
ENSG00000270966	2	0	0	2
ENSG00000233609	0	1	0	1
ENSG00000207244	0	0	0	0
ENSG00000104626	144	400	356	140
ENSG00000263407	0	0	0	0
ENSG00000239078	0	0	0	0
ENSG00000197334	0	0	0	0
ENSG00000173281	262	120	638	515
ENSG00000254340	0	2	4	0
ENSG00000248538	1	0	0	25
ENSG00000279949	0	0	0	0
ENSG00000253252	1	0	0	0
ENSG00000254091	0	0	0	0
ENSG00000253887	0	0	0	0
ENSG00000207415	0	0	0	0
ENSG00000253735	0	0	0	0
ENSG00000254237	0	0	0	0
ENSG00000201815	0	0	0	0
ENSG00000249050	0	0	0	0
ENSG00000272267	0	0	0	0
ENSG00000173273	117	367	851	748
ENSG00000253697	1	0	0	0
ENSG00000207701	0	0	0	0
ENSG00000253230	0	0	0	0
ENSG00000284321	0	0	0	0
ENSG00000286622	12	0	0	0
ENSG00000260093	0	32	0	0
ENSG00000175806	6	2	10	8
ENSG00000285675	0	2	0	0
ENSG00000285606	0	0	0	0
ENSG00000249848	0	0	0	0
ENSG00000261451	0	0	0	0
ENSG00000253641	0	0	0	0
ENSG00000285237	0	0	0	0
ENSG00000207128	0	0	0	0
ENSG00000253678	0	6	0	0
ENSG00000253649	0	0	0	0
ENSG00000272505	0	0	0	0
ENSG00000184647	0	0	0	0
ENSG00000183638	0	0	0	0
ENSG00000263762	0	0	0	0
ENSG00000171060	0	0	0	0
ENSG00000212433	0	0	0	0
ENSG00000171056	2	0	0	0
ENSG00000258724	0	0	0	0
ENSG00000248896	0	0	0	0
ENSG00000254093	85	107	96	293
